Tbessa, Algeria (TEE)
Tbilisi, Georgia (TBS)
Tchibanga, Gabon (TCH)
Te Anau, New Zealand (TEU)
Teesside, United Kingdom (MME)
Tefe, Brazil (TFF)
Tegucigalpa, Honduras (TGU)
Tehran, Iran - Mehrabad (THR)
Tekadu, Papua New Guinea (TKB)
Tel Aviv, Israel (TLV)
Tembagapura, Indonesia (TIM)
Teminabuan, Indonesia (TXM)
Temuco, Chile (ZCO)
Tenerife, Spain and Canary Islands - Norte Los Rodeos (TFN)
Tenerife, Spain and the Canary Islands - Sur Reina Sofia (TFS)
Tennant Creek, NT, Australia (TCA)
Tepic, Mexico (TPQ)
Terceira Island, Portugal (TER)
Teresina, Brazil (THE)
Termez, Uzbekistan (TMJ)
Ternate, Indonesia (TTE)
Tetabedi, Papua New Guinea (TDB)
Tete, Mozambique (TET)
Tetuan, Morocco (TTU)
Tezpur, India (TEZ)
Thandwe, Myanmar (SNW)
Thangool, QL Australia (THG)
Thargomindah, QL Australia (XTG)
The Bight, Bahamas (TBI)
Thessaloniki, Greece (SKG)
Thira, Greece (JTR)
Thiruvananthapuram, India (TRV)
Thorshofn, Iceland (THO)
Thursday Island, QL Australia (TIS)
Tianjn, China (TSN)
Tiaret, Algeria (TID)
Tiga, New Caledonia (TGJ)
Tijuana, Mexico (TIJ)
Tikehau Atoll, French Polynesia (TIH)
Tiksi, Russia (IKS)
Timaru, New Zealand (TIU)
Timimoun, Algeria (TMX)
Timosoara, Romania (TSR)
Tindouf, Algeria (TIN)
Tinian, Northern Mariana Islands (TIQ)
Tioljikja, Mauritania (TIY)
Tioman, Malaysia (TOD)
Tippi, Ethiopia (TIE)
Tirana, Albania (TIA)
Tiree, United Kingdom (TRE)
Tirgu Mures, Romania (TGM)
Tiruchirapally, India (TRZ)
Tirupati, India (TIR)
Tivat, Serbia and Montenegro (TIV)
Tlemcen, Algeria (TLM)
Tobago, Trinidad and Tobago (TAB)
Tobruk, Libya (TOB)
Tokunoshima, Japan (TKN)
Tokushima, Japan (TKS)
Tokyo, Japan - All airports (TYO)
Tokyo, Japan - Haneda (HND)
Tokyo, Japan - Narita (NRT)
Toledo, Brazil (TOW)
Toluco, Mexico (TLC)
Tom Price, WA, Australia (TPR)
Tomanggong, Malaysia (TMG)
Tombouctou, Mali (TOM)
Tomsk, Russia (TOF)
Tongliao, China (TGO)
Tongoa, Vanuatu (TGH)
Toowoomba, QL Australia (TWB)
Torreon, Mexico (TRC)
Torres, Vanuatu (TOH)
Torsby, Sweden (TYF)
Tortola, British Virgin Islands (TOV)
Tortoli, Italy (TTB)
Tortuquero, Costa Rica (TTQ)
Tottori, Japan (TTJ)
Touho, New Caledonia (TOU)
Toulon, France (TLN)
Toulouse, France (TLS)
Tours, France (TUF)
Tours, France - Rail service (XSH)
Townsville, QL Australia (TSV)
Toyama, Japan (TOY)
Tozeur, Tunisia (TOE)
Trabzon, Turkey (TZX)
Trang, Thailand (TST)
Trapani, Italy (TPS)
Traralgon, Australia (TGN)
Treasure Cay, Bahamas (TCB)
Trelew, Argentina (REL)
Trieste, Italy (TRS)
Trinidad, Bolivia (TDD)
Trinidad, Trinidad and Tobago (POS)
Tripoli, Latvia (TIP)
Trollhattan, Sweden (THN)
Trombetas, Brazil (TMT)
Tromso, Norway (TOS)
Trondheim, Norway (TRD)
Trujillo, Honduras (TJI)
Trujillo, Peru (TRU)
Truk, Micronesia (TKK)
Tsaratanana, Madagascar (TTS)
Tsiroanomandidy, Madagascar (WTS)
Tsumeb, Namibia (TSB)
Tsushima, Japan (TSJ)
Tubuai, French Polynesia (TUB)
Tucuman, Argentina (TUC)
Tucupita, Venezuela (TUV)
Tucurui, Brazil (TUR)
Tufi, Papua New Guinea (TFI)
Tuguegarao, Philippines (TUG)
Tulcan, Ecuador (TUA)
Tulear, Madagascar (TLE)
Tum, Ethiopia (TUJ)
Tumaco, Colombia (TCO)
Tumbes, Peru (TBP)
Tunis, Tunisia (TUN)
Tunxi, China (TXN)
Turaif, Saudi Arabia (TUI)
Turbat, Pakistan (TUK)
Turin, Italy (TRN)
Turku, Finland (TKU)
Tuxtla Gutierrez, Mexico (TGZ)
Tyumen, Russia (TJM)
Ube, Japan (UBJ)
Uberaba, Brazil (UBA)
Uberlandia, Brazil (UDI)
Ubon Ratchathani, Thailand (UBP)
Udaipur, Indonesia (UDR)
Udon Thani, Thailand (UTH)
Ufa, Russia (UFA)
Ujae Island, Marshall Islands (UJE)
Ujung Pandang, Indonesia (UPG)
Ukhta, Russia (UCT)
Ulaanbaatar, Mongolia (ULN)
Ulanhot, China (HLH)
Ulan-Ude, Russia (UUD)
Ulei, Vanuatu (ULB)
Uliastai, Mongolia (ULY)
Ulithi, Micronesia (ULI)
Ulsan, South Korea (USN)
Ulundi, South Africa (ULD)
Umea, Sweden (UME)
Umtata, South Africa (UTT)
Upernavik, Greenland (JUV)
Upington, South Africa (UTN)
Uraj, Russia (URJ)
Uralsk, Kazakhstan (URA)
Urgench, Uzbekistan (UGC)
Urmieh, Iran (OMH)
Uroubi, Papua New Guinea (URU)
Uruapan, Mexico (UPN)
Uruguaiana, Brazil (URG)
Urumqi, China (URC)
Useless Loop, WA, Australia (USL)
Ushuaia, Argentina (USH)
Usinsk, Russia (USK)
Ust-Kamenogorsk, Kazakhstan (UKK)
Ust-Ilimsk, Russia (UIK)
Utapao, Thailand (UTP)
Utila, Honduras (UII)
Utirik Island, Marshall Islands (UTK)
Uummannaq, Greeland (UMD)
Uzhgorod, Ukraine (UDJ)
Vaasa, Finland (VAA)
Vadodara, India (BDQ)
Vadso, Norway (VDS)
Valdivia, Chile (ZAL)
Valencia, Spain (VLC)
Valencia, Venezuela (VLN)
Valenciennes, France (XVS)
Valera, Venezuela (VLV)
Valesdir, Vanuatu (VLS)
Valladolid, Spain and Canary Islands (VLL)
Valledupar, Colombia (VUP)
Valverde, Spain and Canary Islands - Hierro (VDE)
Van, Turkey (VAN)
Vancouver, BC (YVR)
Vanimo, Papua New Guinea (VAI)
Vanuabalavu, Fiji (VBV)
Varanasi, India (VNS)
Vardoe, Norway (VAW)
Varginha, Brazil (VAG)
Varkaus, Finland (VRK)
Varna, Bulgaria (VAR)
Vasteras, Sweden (VST)
Vatomatry, Madagascar (VAT)
Vava'u, Tonga (VAV)
Vaxjo, Sweden (VXO)
V.C. Bird International, Antigua & Barbuda (ANU)
Venice, Italy - Marco Polo (VCE)
Venice, Italy - Treviso (TSF)
Veracruz, Mexico (VER)
Varadero, Cuba (VRA)
Verona, Italy (VRN)
Vestmannaeyjar, Iceland (VEY)
Victoria Falls, Zimbabwe (VFA)
Victoria River Downs, NT, Australia (VCD)
Viedma, Argentina (VDM)
Vienna, Austria (VIE)
Vientiane, Laos - Wattay (VTE)
Vieques, Puerto Rico (VQS)
Vigo, Spain (VGO)
Vilanculos, Mozambique (VNX)
Vilhelmina, Sweden (VHM)
Vilhena, Brazil (BVH)
Villa Gesell, BA, Argentina (VLG)
Villa Mercedes, SL, Argentina (VME)
Villahermosa, Mexico (VSA)
Vilnius, Lithuania (VNO)
Vinh City, Viet Nam (VII)
Virgin Gorda, British Virgin Islands (VIJ)
Visby, Sweden (VBY)
Vishakhapatnam, India (VTZ)
Vitebsk, Belarus (VTB)
Vitoria da Conquista, BA, Brazil (VDC)
Vitoria, Spain and Canary Islands (VIT)
Vivigani, Papua New Guinea (VIV)
Vladikavkaz, Russia (OGZ)
Vladivostok, Russia (VVO)
Vohemar, Madagascar (VOH)
Volgodonsk, Russia (VLK)
Volgograd, Russia (VOG)
Vopnafjordur, Iceland (VPN)
Vorkuta, Russia (VKT)
Voronezh, Russia (VOZ)
Wadi Ad Dawasir, Saudi Arabia (WAE)
Wadi Halfa, Sudan (WHF)
Wagethe, Indonesia (WET)
Wagga Wagga, NS, Australia (WGA)
Wahai, Indonesia (WBA)
Waingapo, Indonesia (WGP)
Wakkanai, Japan (WKJ)
Walaha, Vanuatu (WLH)
Walgett, Australia (WGE)
Wallis Island, Wallis and Futuna Islands (WLS)
Walvis Bay, Namibia (WVB)
Wamena, Indonesia (WMX)
Wanaka, New Zealand (WKA)
Wanganui, New Zealand (WAG)
Wangerooge, Germany (AGE)
Wanigela, Papua New Guinea (AGL)
Wanxian, China (WXN)
Warsaw, Poland (WAW)
Wasior, Indonesia (WSR)
Wasu, Papua New Guinea (WSU)
Waterford, Ireland (WAT)
Wau, Papua New Guinea (WUG)
Wau, Sudan (WUU)
Wedau, Papua New Guinea (WED)
Wedjh, Saudi Arabia (EJH)
Weihai, China (WEH)
Weipa, QL Australia (WEI)
Wellington, New Zealand (WLG)
Wenzhou, China (WNZ)
Westerland, Germany (GWT)
Westport, New Zealand (WSZ)
Westray, United Kingdom (WRY)
Wewak, Papua New Guinea (WWK)
Whakatane, New Zealand (WHK)
Whangarei, New Zealand (WRE)
Whyalla, Australia (WYA)
Wick, United Kingdom (WIC)
Wilhelmshaven, Germany (WVN)
Wiluna, Australia (WUN)
Windarra, QL Australia (WNR)
Winton, QL Australia (WIN)
Woja, Marshall Islands (WJA)
Wonan, Taiwan (WOT)
WonJu, South Korea (WJU)
Wotho Island, Marshall Islands (WTO)
Wotje Island, Marshall Islands (WTE)
Wroclaw, Poland (WRO)
Wudinna, Australia (WUD)
Wuhan, China (WUH)
Wuyishan, China (WUS)
Wyndham, Australia (WYN)
Xiamen, China (XMN)
Xi An, China - Xianyang (XIY)
Xiangfan, China (XFN)
Xichang, China (XIC)
Xieng Khouang, Laos (XKH)
Xilinhot, China (XIL)
Xining, China (XNN)
Xuzhou, China (XUZ)
Yakutsk, Russia (YKS)
Yalumet, Papua New Guinea (KYX)
Yam Island, QL Australia (XMY)
Yamagata, Japan (GAJ)
Yan'an, China (ENY)
Yanbu, Saudi Arabia (YNB)
Yancheng, China (YNZ)
Yandina, Solomon Islands (XYA)
Yangon, Myanmar (RGN)
Yanji, China (YNJ)
Yantai, China (YNT)
Yaounde, Cameroon (YAO)
Yap, Micronesia (YAP)
Yaroslavl, Russia (IAR)
Yazd, Iran (AZD)
Yelimane, Mali (EYL)
Yeosu, South Korea (RSU)
Yerevan, Armenia (EVN)
Yibin, China (YBP)
Yichang, China (YIH)
Yinchuan, China (INC)
Yining, China (YIN)
Yiwu, China (YIW)
Yogyakarta, Indonesia (JOG)
Yonago, Japan (YGJ)
Yonaguni Jima, Japan (OGN)
Yorke Island, QL Australia (OKR)
Yoronjima, Japan (RNJ)
Yulin, China (UYN)
Yuzhno-Sakhalinsk, Russia (UUS)
Zadar, Croatia (ZAD)
Zagreb, Croatia (ZAG)
Zahedan, Iran (ZAH)
Zakinthos Island, Greece (ZTH)
Zamboanga, Philippines (ZAM)
Zanzibar, Tanzania - Kisauni (ZNZ)
Zaporozhye, Ukraine (OZH)
Zaragoza, Spain and Canary Islands (ZAZ)
Zhanjiang, China (ZHA)
Zhaotong, China (ZAT)
Zhengzha, China (CGO)
Zhob, Pakistan (PZH)
Zhoushan, China (HSN)
Zhuhai, China (ZUH)
Zielana, Poland (IEG)
Zihuatanejo/Ixtapa, Mexico (ZIH)
Zouerate, Mauritania (OUZ)
Zugapa, Indonesia (UGU)
Zurich, Switzerland (ZRH)
